crn,rdwy_seq_num,adj_rdwy_seq,county,route,segment,offset,rdwy_orient,lane_count,speed_limit,street_name,road_owner,access_ctrl,year_county
2017040653,4,3,67,,,,E,1,25,W MONTGOMERY AV,4,,2017-67
2017043497,3,3,67,95,251,315,S,4,55,DELAWARE EX,1,1,2017-67
2017041304,3,3,67,3021,60,44,N,2,25,FORTYNINTH ST,2,3,2017-67
2017041309,3,3,67,,,,S,2,35,CRESHEIM VALLEY DR,4,,2017-67
2017041315,5,5,67,4007,10,0,N,2,25,CLARISSA ST,2,3,2017-67
2017041319,3,4,67,,,,E,2,25,RED LION RD,4,,2017-67
2017041355,4,4,67,611,31,2297,S,3,30,BROAD ST,2,3,2017-67
2017041358,3,3,67,4002,31,2545,W,2,40,STENTON AV,2,3,2017-67
2017041360,5,4,67,,,,S,2,25,CHURCH LN,4,,2017-67
2017043617,3,3,67,,,,S,2,25,N 15TH ST,4,,2017-67
2017041330,4,3,67,,,,S,1,25,13TH ST,4,,2017-67
2017041336,4,5,67,,,,E,2,25,CHELTEN AV,4,,2017-67
2017041377,3,3,67,611,130,1263,N,2,30,BROAD ST,2,3,2017-67
2017041391,3,4,67,,,,N,2,25,LEMONTE ST,4,,2017-67
2017041398,3,3,67,,,,N,2,25,LIMEKILN PK,4,,2017-67
2017005830,3,3,67,95,190,2131,N,3,55,DELAWARE EX,1,1,2017-67
2017005831,3,3,67,676,11,930,W,2,55,VINE STREET EX,1,1,2017-67
2017009843,3,3,67,676,4,1524,E,3,55,VINE STREET EX,1,1,2017-67
2017009870,3,3,67,76,3420,1251,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017043562,3,3,67,95,214,2165,N,3,55,DELAWARE EX,1,1,2017-67
2017036577,3,3,67,1,80,0,N,2,35,CITY AV,2,3,2017-67
2017036577,7,7,67,,,,W,5,25,PRESIDENTIAL BL,4,,2017-67
2017042026,4,4,67,,,,S,1,30,40TH ST,4,,2017-67
2017041298,4,4,67,2006,81,763,W,2,25,SPRING GARDEN ST,2,3,2017-67
2017041302,3,4,67,,,,S,2,25,CRITTENDEN ST,4,,2017-67
2017041313,4,3,67,6001,260,0,N,3,40,ROOSEVELT BL,2,3,2017-67
2017041319,4,3,67,,,,S,2,25,HALDEMAN AV,4,,2017-67
2017041347,3,3,67,2014,60,2079,E,2,25,LEHIGH AV,2,3,2017-67
2017041348,4,3,67,,,,W,1,25,CLEARVIEW ST,4,,2017-67
2017041354,3,3,67,3019,21,721,S,2,35,ESSINGTON AV,2,3,2017-67
2017041332,3,3,67,3013,40,2386,N,2,35,ISLAND AV,2,3,2017-67
2017041332,4,4,67,3013,41,2385,S,2,35,ISLAND AV,2,3,2017-67
2017041372,5,4,67,,,,N,2,25,RISING SUN AV,4,,2017-67
2017041360,4,5,67,,,,S,2,25,70TH ST,4,,2017-67
2017041331,3,4,67,,,,W,2,25,LINDBERGH BL,4,,2017-67
2017041339,3,3,67,3019,64,2057,E,2,35,PASSYUNK AV,2,3,2017-67
2017041341,3,4,67,,,,E,2,25,HAINES ST,4,,2017-67
2017041343,4,4,67,,,,S,2,25,7TH ST,4,,2017-67
2017042374,3,3,67,76,3414,186,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017041371,3,3,67,232,22,2327,S,2,25,OXFORD AV,2,3,2017-67
2017041374,4,3,67,,,,E,1,25,ELEANOR ST,4,,2017-67
2017041383,4,4,67,,,,S,2,25,22ND ST,4,,2017-67
2017041391,4,3,67,,,,W,2,25,UMBRIA ST,4,,2017-67
2017041397,4,3,67,,,,W,2,25,WASHINGTON AV,4,,2017-67
2017005838,3,3,67,76,3454,3064,E,2,50,SCHUYLKILL EX,1,1,2017-67
2017009841,3,3,67,95,290,1504,N,4,55,DELAWARE EX,1,1,2017-67
2017008106,3,3,67,76,3455,303,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017008876,3,3,67,76,3464,1841,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017043232,3,3,67,95,275,656,S,4,55,DELAWARE EX,1,1,2017-67
2017039670,3,3,67,3014,20,305,W,2,25,SPRING GARDEN ST,2,3,2017-67
2017042017,3,3,67,3014,20,0,W,2,25,SPRING GARDEN ST,2,3,2017-67
2017041293,5,5,67,,,,E,2,25,COLUMBIA AV,4,,2017-67
2017041302,4,3,67,,,,W,1,,UNKNOWN AL,4,,2017-67
2017041307,3,3,67,1008,20,451,W,3,25,LEVICK ST,2,3,2017-67
2017041315,6,6,67,,,,N,2,25,18TH ST,4,,2017-67
2017041347,4,4,67,2014,61,2081,W,2,25,LEHIGH AV,2,3,2017-67
2017041349,3,4,67,,,,S,1,25,PENNOCK ST,4,,2017-67
2017041350,3,4,67,,,,E,2,25,CAMPANILE RD,4,,2017-67
2017041353,4,3,67,,,,E,2,25,BUIST AV,4,,2017-67
2017041355,3,3,67,611,30,2536,N,3,30,BROAD ST,2,3,2017-67
2017041359,3,4,67,,,,N,1,25,CECIL ST,4,,2017-67
2017041360,3,3,67,3015,20,0,W,2,25,COBBS CREEK PY,2,3,2017-67
2017043643,3,3,67,95,251,2293,S,4,55,DELAWARE EX,1,1,2017-67
2017043650,4,4,67,8023,260,2003,N,1,55,RAMP RD,2,1,2017-67
2017041329,3,4,67,,,,S,2,35,KELVIN AV,4,,2017-67
2017041330,3,4,67,,,,W,1,25,FITZWATER ST,4,,2017-67
2017041334,4,3,67,,,,E,2,25,SPRINGFIELD AV,4,,2017-67
2017041335,4,4,67,,,,W,2,25,PASCHALL AV,4,,2017-67
2017041337,4,4,67,,,,S,2,25,MCCALLUM ST,4,,2017-67
2017041396,3,3,67,291,140,1411,N,2,25,BROAD ST,2,3,2017-67
2017042316,3,3,67,95,185,2144,S,3,55,DELAWARE EX,1,1,2017-67
2017041289,3,3,67,,,,N,1,25,MONTOUR ST,4,,2017-67
2017041300,3,3,67,2004,10,1549,E,2,25,MARKET ST,2,3,2017-67
2017041315,3,3,67,13,160,2096,E,2,30,HUNTING PARK AV,2,3,2017-67
2017039980,3,3,67,,,,W,15,,WALT WHITMAN BR,4,,2017-67
2017041345,3,3,67,4004,100,0,W,2,25,OLNEY AV,2,3,2017-67
2017041348,3,4,67,,,,S,1,25,15TH ST,4,,2017-67
2017041349,4,3,67,,,,E,1,25,BROWN ST,4,,2017-67
2017041353,3,4,67,,,,N,2,25,71ST ST,4,,2017-67
2017041356,3,3,67,3007,40,1608,N,3,30,BENJAMIN FRANKLIN PY,2,3,2017-67
2017041362,3,3,67,,,,W,2,25,GREENWAY AV,4,,2017-67
2017041363,3,3,67,,,,N,2,25,N 3RD ST,4,,2017-67
2017041323,3,3,67,1014,30,2981,W,2,35,RHAWN ST,2,3,2017-67
2017041338,3,3,67,4015,40,910,N,2,45,WAYNE AV,2,3,2017-67
2017041342,3,3,67,2009,60,1830,N,2,30,ARAMINGO AV,2,3,2017-67
2017006897,3,3,67,95,250,2542,N,4,55,DELAWARE EX,1,1,2017-67
2017006906,3,3,67,95,145,2801,S,4,55,DELAWARE EX,1,1,2017-67
2017007695,3,3,67,1005,10,594,B,2,35,DELAWARE AV,2,3,2017-67
2017007824,3,3,67,2004,10,1712,E,2,25,MARKET ST,2,3,2017-67
2017008530,3,3,67,76,3445,6319,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017008532,4,4,67,8025,250,1205,S,1,,RAMP RD,2,1,2017-67
2017003982,3,3,67,76,3411,1203,W,4,50,SCHUYLKILL EX,1,1,2017-67
2017004024,3,3,67,95,144,1948,N,4,55,DELAWARE EX,1,1,2017-67
2017004034,4,4,67,8019,250,0,S,2,,RAMP D RD,2,1,2017-67
2017004039,3,3,67,95,145,244,S,4,55,DELAWARE EX,1,1,2017-67
2017035533,3,3,67,76,3420,1307,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017043789,3,4,67,,,,W,2,25,WALNUT LN,4,,2017-67
2017043806,3,3,67,,,,W,2,25,STRAHLE ST,4,,2017-67
2017043815,3,4,67,,,,N,2,25,64TH ST,4,,2017-67
2017041403,3,3,67,3022,10,1289,S,3,25,PENN SQ,2,3,2017-67
2017041404,4,4,67,,,,W,2,25,STRAHLE ST,4,,2017-67
2017043832,4,3,67,,,,S,2,25,59TH ST,4,,2017-67
2017043834,4,3,67,,,,N,2,25,LIMEKILN PK,4,,2017-67
2017043843,3,3,67,1005,60,107,N,2,30,CASTOR AV,2,3,2017-67
2017043846,3,3,67,8039,250,0,W,1,25,RAMP RD,2,1,2017-67
2017041125,3,3,67,2001,40,1615,E,2,30,OREGON AV,2,3,2017-67
2017043205,3,3,67,95,315,1711,S,3,55,DELAWARE EX,1,1,2017-67
2017043205,4,4,67,8025,250,1205,S,1,,RAMP RD,2,1,2017-67
2017041320,5,5,67,1009,100,0,N,2,25,BUSTLETON AV,2,3,2017-67
2017041345,4,4,67,,,,N,2,25,MASCHER ST,4,,2017-67
2017041350,4,3,67,,,,N,2,35,HAGYS MILL RD,4,,2017-67
2017041359,4,3,67,,,,W,2,25,WOODLAND AV,4,,2017-67
2017041364,4,4,67,611,161,281,S,2,30,BROAD ST,2,3,2017-67
2017043650,3,3,67,95,294,1496,N,4,55,DELAWARE EX,1,1,2017-67
2017041375,3,3,67,,,,N,2,25,OLD YORK RD,4,,2017-67
2017041380,3,3,67,6001,170,1020,N,3,40,ROOSEVELT BL,2,3,2017-67
2017041384,3,3,67,,,,N,2,25,N 53RD ST,4,,2017-67
2017041394,4,4,67,,,,W,2,25,PRATT ST,4,,2017-67
2017041397,3,4,67,,,,S,2,25,MOYAMENSING AV,4,,2017-67
2017005426,3,3,67,95,255,2042,S,5,55,DELAWARE EX,1,1,2017-67
2017005430,3,3,67,76,3425,384,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017004034,3,3,67,95,265,2535,S,3,55,DELAWARE EX,1,1,2017-67
2017005491,6,6,67,3002,21,3589,W,3,35,EIGHTYFOURTH ST,2,3,2017-67
2017010651,3,3,67,2006,64,2349,E,2,30,SPRING GARDEN ST,2,3,2017-67
2017018542,4,4,67,4004,100,2540,W,2,35,OLNEY AV,2,3,2017-67
2017041290,3,3,67,1001,40,881,S,2,35,RISING SUN AV,2,3,2017-67
2017041364,5,5,67,,,,E,1,25,CHEW AV,4,,2017-67
2017043671,3,3,67,95,145,432,S,4,55,DELAWARE EX,1,1,2017-67
2017041324,3,3,67,,,,W,2,,NORTHEAST TOWER CENTER LT,7,,2017-67
2017041327,3,3,67,73,60,1964,E,2,30,COTTMAN AV,2,3,2017-67
2017041332,5,5,67,3015,10,0,W,2,25,COBBS CREEK PY,2,3,2017-67
2017041332,6,6,67,,,,W,2,25,WOODLAND AV,4,,2017-67
2017041333,3,3,67,,,,E,1,25,GLENMORE AV,4,,2017-67
2017041341,4,3,67,,,,N,2,25,BROAD ST,4,,2017-67
2017041372,4,5,67,,,,W,2,35,HUNTING PARK AV,4,,2017-67
2017041385,4,3,67,,,,N,2,25,PARKSIDE AV,4,,2017-67
2017041386,4,3,67,,,,S,2,25,57TH ST,4,,2017-67
2017009871,3,3,67,95,295,2295,S,3,55,DELAWARE EX,1,1,2017-67
2017003145,3,3,67,3,80,1865,E,3,35,CHESTNUT ST,2,3,2017-67
2017006901,3,3,67,676,14,352,E,2,55,VINE STREET EX,1,1,2017-67
2017007790,4,4,67,,,,W,2,25,COMLY ST,4,,2017-67
2017007824,5,5,67,,,,E,2,25,TENTH ST,4,,2017-67
2017003983,3,3,67,76,3401,1409,W,4,50,SCHUYLKILL EX,1,1,2017-67
2017005491,4,4,67,291,27,0,S,2,40,BARTRAM AV,2,3,2017-67
2017041311,3,3,67,1004,150,1429,N,2,30,TORRESDALE AV,2,3,2017-67
2017041346,3,4,67,,,,S,2,25,7TH ST,4,,2017-67
2017041346,4,3,67,,,,W,2,25,TABOR RD,4,,2017-67
2017041347,5,5,67,,,,S,1,25,MASCHER ST,4,,2017-67
2017041351,3,3,67,,,,S,2,35,FOX ST,4,,2017-67
2017041352,3,3,67,,,,W,1,25,W PIKE ST,4,,2017-67
2017041322,3,4,67,,,,S,1,25,17TH ST,4,,2017-67
2017041328,3,3,67,532,10,3348,S,2,35,WELSH RD,2,3,2017-67
2017041331,4,3,67,,,,N,2,35,70TH ST,4,,2017-67
2017000822,5,5,67,,,,W,2,25,HOLYOKE RD,4,,2017-67
2017005910,3,3,67,676,3,2181,W,3,55,VINE STREET EX,1,1,2017-67
2017007427,3,3,67,76,3455,1599,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017003145,4,4,67,,,,S,2,25,34TH ST,4,,2017-67
2017006889,3,3,67,95,210,2116,N,4,55,DELAWARE EX,1,1,2017-67
2017043822,4,4,67,4021,20,1783,N,2,25,MT AIRY AV,2,3,2017-67
2017043825,3,3,67,13,270,1180,S,2,30,FRANKFORD AV,2,3,2017-67
2017043838,3,3,67,,,,N,1,25,EMERALD ST,4,,2017-67
2017043846,5,4,67,,,,N,2,25,FOX ST,4,,2017-67
2017043851,3,3,67,8009,500,650,W,1,25,RAMP RD,2,1,2017-67
2017043856,3,3,67,291,100,0,E,3,35,PENROSE AV,2,3,2017-67
2017043862,3,3,67,1014,30,1219,E,2,35,RHAWN ST,2,3,2017-67
2017041119,3,3,67,,,,W,2,25,LEBANON AV,4,,2017-67
2017041121,3,3,67,1009,80,1027,N,2,25,BUSTLETON AV,2,3,2017-67
2017040552,3,3,67,95,240,1016,N,4,55,DELAWARE EX,1,1,2017-67
2017040554,3,3,67,76,3420,710,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017043544,3,3,67,76,3445,5468,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017043552,3,3,67,95,255,1776,S,5,55,DELAWARE EX,1,1,2017-67
2017043564,3,3,67,95,315,183,S,3,55,DELAWARE EX,1,1,2017-67
2017041291,3,3,67,,,,S,2,30,SUMMERDALE AV,4,,2017-67
2017041321,4,3,67,3015,40,0,N,2,25,COBBS CREEK PY,2,3,2017-67
2017041322,4,3,67,,,,W,2,25,OREGON AV,4,,2017-67
2017041336,3,3,67,,,,S,2,25,MORTON ST,4,,2017-67
2017041370,5,5,67,,,,W,2,35,TYSON AV,4,,2017-67
2017041378,3,4,67,,,,S,1,25,N 11TH ST,4,,2017-67
2017041385,3,4,67,,,,E,2,25,WYNNEFIELD AV,4,,2017-67
2017041390,3,4,67,8055,500,500,W,1,25,RAMP A RD,2,1,2017-67
2017041398,4,5,67,,,,E,2,25,HAINES ST,4,,2017-67
2017005827,3,3,67,676,5,2648,W,3,55,VINE STREET EX,1,1,2017-67
2017041316,4,4,67,3007,125,0,S,2,35,KELLY DR,2,3,2017-67
2017041329,4,3,67,,,,W,2,35,BYBERRY RD,4,,2017-67
2017041334,3,4,67,,,,S,2,25,55TH ST,4,,2017-67
2017041379,3,4,67,,,,E,2,25,ROCKLAND ST,4,,2017-67
2017041379,4,3,67,,,,S,2,25,C ST,4,,2017-67
2017041387,3,4,67,,,,S,1,25,REDFIELD ST,4,,2017-67
2017041387,4,3,67,,,,W,2,25,LANSDOWNE AV,4,,2017-67
2017007419,3,3,67,95,225,15,S,4,55,DELAWARE EX,1,1,2017-67
2017008125,3,3,67,95,141,407,S,3,55,DELAWARE EX,1,1,2017-67
2017005313,3,3,67,95,324,652,N,3,55,DELAWARE EX,1,1,2017-67
2017005316,3,3,67,95,191,1793,S,3,55,DELAWARE EX,1,1,2017-67
2017004025,3,3,67,8012,250,632,E,1,50,RAMP A RD,2,1,2017-67
2017003408,3,3,67,95,294,2872,N,4,55,DELAWARE EX,1,1,2017-67
2017007834,6,6,67,,,,W,2,25,LINDENHURST ST,4,,2017-67
2017007896,3,3,67,3003,64,0,N,1,25,THIRTYEIGHTH ST,2,3,2017-67
2017008532,3,3,67,95,315,1711,S,3,55,DELAWARE EX,1,1,2017-67
2017007886,3,3,67,1004,30,2205,W,2,30,ERIE AV,2,3,2017-67
2017004812,4,4,67,8007,10,0,N,1,20,RAMP RD,2,1,2017-67
2017004035,4,4,67,8019,250,0,S,2,,RAMP D RD,2,1,2017-67
2017004240,3,3,67,76,3430,460,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017006874,3,3,67,676,4,1871,E,3,55,VINE STREET EX,1,1,2017-67
2017007886,4,4,67,,,,N,2,25,RANDOLPH ST,4,,2017-67
2017004035,3,3,67,95,265,2535,S,3,55,DELAWARE EX,1,1,2017-67
2017016611,3,3,67,76,3441,12,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017010651,4,4,67,2006,65,2340,W,2,25,SPRING GARDEN ST,2,3,2017-67
2017013974,3,3,67,,,,W,2,25,TYSON AV,4,,2017-67
2017008128,3,3,67,76,3445,3131,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017007834,5,5,67,,,,W,2,25,TREVOSE AV,4,,2017-67
2017003988,3,3,67,95,205,782,S,3,55,DELAWARE EX,1,1,2017-67
2017004247,3,3,67,95,230,205,N,3,55,DELAWARE EX,1,1,2017-67
2017005447,3,3,67,76,3405,2327,W,4,50,SCHUYLKILL EX,1,1,2017-67
2017004823,3,3,67,676,3,2533,W,3,55,VINE STREET EX,1,1,2017-67
2017005491,3,3,67,291,26,0,N,2,40,BARTRAM AV,2,3,2017-67
2017008096,4,4,67,8021,500,0,S,1,,RAMP C RD,2,1,2017-67
2017018542,3,3,67,1001,20,1219,N,2,35,RISING SUN AV,2,3,2017-67
2017014033,5,5,67,,,,E,2,25,YORK ST,4,,2017-67
2017014050,3,3,67,,,,E,1,25,FLORA ST,4,,2017-67
2017006331,4,3,67,,,,E,1,45,BETSY ROSS RAMP RD,4,,2017-67
2017015232,4,4,67,8039,250,440,S,1,25,RAMP G RD,2,1,2017-67
2017041292,3,3,67,30,40,875,E,2,30,LANCASTER AV,2,3,2017-67
2017041297,3,3,67,1018,10,372,E,2,30,GRANT AV,2,3,2017-67
2017041307,4,4,67,,,,S,1,25,COTTAGE ST,4,,2017-67
2017041357,3,4,67,,,,S,2,25,WOODFERN RD,4,,2017-67
2017041367,3,3,67,,,,N,2,30,SUMMERDALE AV,4,,2017-67
2017041335,3,3,67,3004,10,1611,N,2,25,SIXTYFIFTH ST,2,3,2017-67
2017041338,4,4,67,,,,W,2,25,JOHNSON ST,4,,2017-67
2017042356,3,3,67,76,3455,1583,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017041372,3,3,67,,,,N,2,25,AMERICAN ST,4,,2017-67
2017041389,3,4,67,,,,N,2,25,7TH ST,4,,2017-67
2017041389,4,3,67,,,,W,2,25,PACKER AV,4,,2017-67
2017041395,4,3,67,,,,S,1,25,12TH ST,4,,2017-67
2017041396,5,5,67,,,,W,1,25,RITNER ST,4,,2017-67
2017018540,3,4,67,,,,E,2,25,GIRARD AV,4,,2017-67
2017014094,3,3,67,611,90,555,N,2,30,BROAD ST,2,3,2017-67
2017018713,3,3,67,1,200,1387,N,3,40,ROOSEVELT BL,2,3,2017-67
2017019124,3,3,67,3019,64,1902,N,2,35,PASSYUNK AV,2,3,2017-67
2017004029,3,3,67,95,290,340,N,4,55,DELAWARE EX,1,1,2017-67
2017004812,3,3,67,95,194,1974,N,4,55,DELAWARE EX,1,1,2017-67
2017016600,3,3,67,95,255,571,S,5,55,DELAWARE EX,1,1,2017-67
2017016608,3,3,67,95,271,1747,S,3,55,DELAWARE EX,1,1,2017-67
2017021983,3,3,67,,,,W,1,25,SUSQUEHANNA AV,4,,2017-67
2017018547,3,3,67,73,20,2037,E,2,30,COTTMAN AV,2,3,2017-67
2017008748,4,3,67,,,,N,2,25,FRONT ST,4,,2017-67
2017008096,3,3,67,95,271,2496,S,3,55,DELAWARE EX,1,1,2017-67
2017014033,4,4,67,2009,11,1875,S,2,30,ARAMINGO AV,2,3,2017-67
2017014094,4,4,67,611,91,557,S,2,30,BROAD ST,2,3,2017-67
2017007834,4,4,67,532,81,553,S,2,35,BUSTLETON AV,2,3,2017-67
2017003981,3,3,67,95,195,3319,S,4,55,DELAWARE EX,1,1,2017-67
2017007345,3,3,67,95,311,136,S,4,55,DELAWARE EX,1,1,2017-67
2017008748,3,4,67,,,,E,1,25,WILDEY ST,4,,2017-67
2017004331,3,3,67,95,185,2173,S,3,55,DELAWARE EX,1,1,2017-67
2017018542,5,5,67,,,,W,2,35,OLNEY AV,4,,2017-67
2017014009,3,4,67,,,,S,1,25,15TH ST,4,,2017-67
2017004808,4,4,67,8003,520,0,S,1,,RAMP RD,2,1,2017-67
2017004250,3,3,67,676,3,2386,W,3,55,VINE STREET EX,1,1,2017-67
2017005491,5,5,67,3002,20,3581,E,3,40,EIGHTYFOURTH ST,2,2,2017-67
2017016592,3,3,67,95,205,1050,S,4,55,DELAWARE EX,1,1,2017-67
2017019328,3,3,67,95,200,236,N,3,55,DELAWARE EX,1,1,2017-67
2017005426,4,4,67,8017,250,2672,S,1,,RAMP D RD,2,1,2017-67
2017007790,3,3,67,1007,60,0,S,2,35,TACONY ST,2,3,2017-67
2017007834,3,3,67,532,80,562,N,2,35,BUSTLETON AV,2,3,2017-67
2017004037,3,3,67,76,3405,1391,W,4,50,SCHUYLKILL EX,1,1,2017-67
2017007896,4,4,67,3005,80,1153,W,2,25,LANCASTER AV,2,3,2017-67
2017004808,3,3,67,95,185,1226,S,3,55,DELAWARE EX,1,1,2017-67
2017007341,3,3,67,676,2,677,E,3,55,VINE STREET EX,1,1,2017-67
2017019335,3,3,67,76,3420,1258,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017018543,3,3,67,1003,31,2050,S,2,35,WHITAKER AV,2,3,2017-67
2017008749,4,4,67,,,,N,2,15,SMYLIE RD,4,,2017-67
2017013999,3,3,67,,,,W,2,,BAKERS CENTRE LT,7,,2017-67
2017006954,3,3,67,95,201,880,S,4,55,DELAWARE EX,1,1,2017-67
2017013570,3,3,67,,,,W,3,45,WALT WHITMAN BR,4,,2017-67
2017019569,4,3,67,,,,E,2,35,CHEW AV,4,,2017-67
2017013971,3,3,67,,,,W,3,35,GRAYS FERRY AV,4,,2017-67
2017014033,3,3,67,2009,10,2375,N,2,30,ARAMINGO AV,2,3,2017-67
2017017688,3,3,67,76,3441,5,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017019569,3,4,67,,,,N,2,25,10TH ST,4,,2017-67
2017014009,4,3,67,,,,E,1,25,WOLF ST,4,,2017-67
2017015232,3,3,67,1,101,3177,S,3,50,ROOSEVELT BOULEVARD EX,2,1,2017-67
2017017693,3,3,67,95,295,2978,S,3,55,DELAWARE EX,1,1,2017-67
2017018664,3,3,67,95,275,523,S,4,55,DELAWARE EX,1,1,2017-67
2017015755,3,3,67,76,3465,377,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017019147,3,3,67,2007,140,1263,S,2,30,FRANKFORD AV,2,3,2017-67
2017015651,6,6,67,,,,S,2,25,BATTERSBY ST,4,,2017-67
2017019932,3,3,67,95,271,2550,S,3,55,DELAWARE EX,1,1,2017-67
2017007744,5,5,67,2009,110,2631,N,2,30,HARBISON AV,2,3,2017-67
2017007760,3,3,67,3005,21,350,S,3,25,CIVIC CENTER BL,2,3,2017-67
2017007786,3,3,67,1003,40,1892,N,2,35,WHITAKER AV,2,3,2017-67
2017018987,3,3,67,1005,130,562,N,2,25,CASTOR AV,2,3,2017-67
2017013924,3,3,67,,,,E,1,25,SOUTH ST,4,,2017-67
2017013928,3,3,67,1,270,2525,N,3,40,ROOSEVELT BL,2,3,2017-67
2017004017,3,3,67,95,215,805,S,3,55,DELAWARE EX,1,1,2017-67
2017004032,3,3,67,95,295,2139,S,3,55,DELAWARE EX,1,1,2017-67
2017008749,3,3,67,6001,200,708,N,3,40,ROOSEVELT BL,2,3,2017-67
2017019333,3,3,67,95,185,204,S,3,55,DELAWARE EX,1,1,2017-67
2017006331,3,4,67,,,,E,3,45,BETSY ROSS BR,4,,2017-67
2017019033,5,5,67,,,,N,2,25,MERION AV,4,,2017-67
2017019171,3,3,67,,,,E,2,25,LARCHWOOD AV,4,,2017-67
2017019043,3,3,67,2004,11,2035,W,1,25,MARKET ST,2,3,2017-67
2017019116,4,4,67,,,,U,2,25,JOHNSON ST,4,,2017-67
2017007741,4,3,67,,,,N,2,25,TULIP ST,4,,2017-67
2017007801,5,3,67,232,2,96,N,3,25,OXFORD CR,2,3,2017-67
2017007813,5,5,67,,,,S,1,25,SIXTH ST,4,,2017-67
2017013920,3,3,67,,,,N,2,25,17TH ST,4,,2017-67
2017013927,4,4,67,3007,31,0,S,3,30,BENJAMIN FRANKLIN PY,2,3,2017-67
2017019029,3,3,67,,,,S,2,15,KENSINGTON AV,4,,2017-67
2017019036,3,3,67,3018,90,821,E,2,45,HAVERFORD AV,2,3,2017-67
2017019155,3,3,67,2016,90,520,W,2,30,ALLEGHENY AV,2,3,2017-67
2017019158,3,3,67,,,,E,1,25,CUMBERLAND ST,4,,2017-67
2017025280,3,3,67,95,165,2759,S,3,55,DELAWARE EX,1,1,2017-67
2017011816,4,3,67,,,,S,1,25,N 12TH ST,4,,2017-67
2017013938,5,5,67,,,,W,2,25,CHEW AV,4,,2017-67
2017013945,3,3,67,611,150,1861,N,2,30,BROAD ST,2,3,2017-67
2017013945,4,4,67,,,,N,2,25,OLD YORK RD,4,,2017-67
2017013953,4,4,67,,,,S,2,25,ARDLEIGH ST,4,,2017-67
2017013967,4,4,67,,,,N,2,20,40TH ST,4,,2017-67
2017008111,3,3,67,95,134,1889,N,4,55,DELAWARE EX,1,1,2017-67
2017006851,3,3,67,8008,500,1010,N,1,25,RAMP D RD,2,1,2017-67
2017006889,4,4,67,8009,10,3520,N,1,55,RAMP RD,2,1,2017-67
2017007824,4,4,67,2004,11,1693,W,1,25,MARKET ST,2,3,2017-67
2017007887,3,4,67,,,,N,1,25,FAIRHILL ST,4,,2017-67
2017007887,4,3,67,,,,E,2,25,WYOMING AV,4,,2017-67
2017003984,3,3,67,95,121,1943,S,5,55,DELAWARE EX,1,1,2017-67
2017004028,3,3,67,76,3434,2338,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017013926,3,3,67,4002,80,658,S,2,35,STENTON AV,2,3,2017-67
2017017701,3,3,67,76,3444,4256,E,2,50,SCHUYLKILL EX,1,1,2017-67
2017015742,3,3,67,95,261,1475,S,4,55,DELAWARE EX,1,1,2017-67
2017016532,3,3,67,76,3420,579,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017007744,4,4,67,2007,151,1600,S,2,30,FRANKFORD AV,2,3,2017-67
2017007746,3,3,67,,,,E,2,35,ROWLAND AV,4,,2017-67
2017014790,4,4,67,3005,21,0,W,3,25,CIVIC CENTER BL,2,3,2017-67
2017013933,3,3,67,,,,N,2,25,OLD YORK RD,4,,2017-67
2017019042,3,3,67,232,32,1677,N,2,25,OXFORD AV,2,3,2017-67
2017012799,4,4,67,1,71,3192,S,2,35,CITY AV,2,3,2017-67
2017019125,3,3,67,291,21,1954,W,2,40,BARTRAM AV,2,3,2017-67
2017019126,3,3,67,13,20,2289,E,2,25,BALTIMORE AV,2,3,2017-67
2017019128,3,4,67,,,,N,1,25,CONESTOGA ST,4,,2017-67
2017019146,3,3,67,,,,E,2,35,WYOMING AV,4,,2017-67
2017019167,4,4,67,,,,W,2,25,ROXBOROUGH AV,4,,2017-67
2017019172,3,3,67,13,10,89,E,2,25,BALTIMORE AV,2,3,2017-67
2017025287,3,3,67,95,221,1467,S,3,55,DELAWARE EX,1,1,2017-67
2017011840,3,4,67,,,,E,2,25,BARING ST,4,,2017-67
2017013953,3,3,67,4017,50,1974,W,2,25,UPSAL ST,2,3,2017-67
2017013954,3,4,67,,,,W,2,25,VERNON RD,4,,2017-67
2017013966,5,5,67,,,,E,1,25,BROWN ST,4,,2017-67
2017013976,6,6,67,,,,W,2,,ELMWOOD AV,4,,2017-67
2017013978,4,3,67,,,,S,2,25,BAYNTON ST,4,,2017-67
